id,English,Twi
id_wynkm0i32g,"Since the heart holds all the organs of the body, we advise you to guard your heart above all else, for out of it flows life.","Ɛnam sɛ akoma no na ɛkura nipadua no akwaa nyinaa nti no, yɛtu fo sɛ kora w'akoma kyɛn deɛ ɛhia wo nyinaa, ɛfiri sɛ ɛno mu na nkwa firi ba."
id_7z0z5k8vyd,The main ones are the drugs we take to fight body pain and the ones that men often take to sleep with women.,Ne titire ne nnuro a yɛnom de ko nipadua mu yea ne deɛ mmarima taa nom de fa mmaa.
id_8ckai2c2c1,The district financial year has ended this month.,Ɔmantam sikasɛm afe no aba awiei ɔsram yi.
id_eetts5y9yo,"In most cases, there are no symptoms of bacterial infections so it is better you and your partner go for medical examinations.",Mpԑn pii no ԑyԑ a ԑnna nneyԑeԑ biara adi enti deԑ ԑbԑyԑ ne sԑ wo anaa wo hokani no bԑkᴐ ama wᴐayԑ ne ho nhwehwԑmu.
id_frfll24l6a,Many organizations have installed biometric systems as a way to improve security.,Ahyehyɛde pii de biometric nhyehyɛe ahorow ahyɛ mu sɛ ɔkwan a wɔbɛfa so ama ahobammɔ atu mpɔn.
id_lciiob9ddo,There are four types of diseases that can affect the urinary tract.,Yadeɛ ahodoɔ nnan na ɛtumi ka dwonsɔtoa a ɛkyi nsuo no.
id_7a5b0eh2ef,"One of the most common ways in which HIV can be transmitted is by sharing pants or condoms with an infected person, or by eating something similar to that of an infected person function ɛn dealing with someone who does not have one.","Ↄkwan a ԑnyԑ na baako a HIV mmoawa yi bԑtumi afa so asane obi yԑ sԑ obi ne obi a ᴐwᴐ yadeԑ mmoawa no bi rekyԑ paneԑ anaa nneԑma a wᴐde wᴐ nnipa, anaa sԑ wode adeԑ bi a ԑte sԑԑ a obi a ᴐwᴐ HIV mmoawa de adi dwuma ԑn redi obi a ᴐnni bi ho dwuma."
id_su8ntpd09y,I don't have the capital to start my business.,Minni sika a mede befi m’adwuma ase.
id_1bwqvrdssr,The full dose for tuberculosis is taken for a long period of time,Ɛsɛ sɛ wɔnom nsamanwa ho aduro no nyinaa kyɛ pa ara
id_g27ccibs8n,"Because we want to see how we can get involved in agriculture and make a lot of money from it, we are going to look at some of the animals that we can raise and make a lot of money from in Ghana.","Ɛsiane sɛ yɛpɛ sɛ yɛhunu ɔkwan a yɛbɛtumi de yɛn ho ahyɛ kuadwuma mu anya sika bebree afiri mu nti, yɛrebɛhwɛ nyɛmmoa binom a yɛbɛtumi ayɛn wɔn anya sika pii afiri mu wɔ Ghana."
id_pxhg5kryka,The president sensitized us about the importance of paying taxes.,Ɔmampanyin no maa yɛtee hia a ɛho hia sɛ yetua tow no ase.
id_5itezi67np,The sitting date was pushed to a later date.,Wɔpiaa da a wɔde bɛtra ase no kɔɔ da a ɛbɛba akyiri yi so.
id_fpmyrvjp9s,I still have faith in Ghana's court system.,Meda so ara wɔ gyidi wɔ Ghana asɛnnibea nhyehyɛe no mu.
id_ren7pqrkeh,The country's international airport was closed due to the pandemic.,Wɔtoo ɔman no amanaman ntam wimhyɛn gyinabea mu esiane ɔyaredɔm no nti.
id_bxq1tekw5d,The President should organise peace talks to ensure peace in South Sudan.,Ɛsɛ sɛ Ɔmanpanyin no yɛ nhyehyɛe ma asomdwoe ho nkɔmmɔ na ama asomdwoe aba South Sudan.
id_egkit84bxi,For money to be transferred there has to first be an approved document about the transfer.,"Sɛ wobetumi de sika akɔma obi a, ɛsɛ sɛ wonya krataa a wɔagye ato mu."
id_hxogywn4yy,Birth control helps parents have enough time to plan for their children.,Awo ano aduru boa awofo ma wonya bere a ɛdɔɔso de yɛ nhyehyɛe ma wɔn mma
id_bpscw9nt4i,He was given send-offs at a church burial grounds.,Wɔmaa no kwan sɛ wɔmfa no nkɔ asɔredan bi amusiei.
id_94rpviao6d,"The country gets some to export: Farmers grow a lot of crops on large areas, which helps the country get some of the food to sell to other countries where the same crops are available.","Ɔman no nya bi kɔtɔn no amanɔne: Akuafoɔ dua nnɔbaeɛ bebree wɔ nsase akɛseɛ so a, ɛboa ma ɔman no nya nnuane no bi kɔtɔn ma aman afoforɔ a nnɔbaeɛ korɔ no ho yɛna wɔ hɔ."
id_r0aj3om4pq,People have lost not less than one thousand helds of cattle,Nkorɔfoɔ ahwere anantwie a wɔnsua nkyɛn apem.
id_rgne36he8n,Doctors should have their accommodation near the health centres.,Ɛsɛ sɛ nnuruyɛfo nya wɔn dabere bɛn akwahosan asoɛe ahorow no.
id_iw4sgz3yvt,"if we look at the ascient guns, when water touches it then it will spoil, as it will not work again.","Sɛ yɛhwɛ tete atuo no a ɛfa atweraa no a, nsuo ka no a na asɛe, a ɛntumi nyɛ adwuma bio."
id_m7zql3v68u,Part of the money collected from taxes contributes to the building of roads.,Sika a wɔgye firi toɔtua mu no fa bi boa ma wɔyɛ akwan.
id_v3as7orl9r,That’s because having healthy social networks can make you feel more valuable to some people.,"Deɛ nti a ɛte saa ne sɛ, sɛ wo ne nkurɔfoɔ nya nkitahodie a ɛyɛ papa a, ɛbɛtumi ama woate nka sɛ wosom bo ma nnipa binom."
id_4tn97pjren,If you work for an organization for a while just get ready for a promotion.,"Sɛ woyɛ adwuma ma ekuo bi bere tiaa bi a, siesie wo ho ma nkɔanim."
id_229i0dabzw,Civil servants are people employed by the government to work in the public sector.,Ɔman adwumayɛfo yɛ nnipa a aban no de wɔn yɛ adwuma sɛ wɔnyɛ adwuma wɔ ɔman adwumayɛbea
id_zuxxivhvki,"When these bacterial causes harm in a woman, they can cause her womb linen to swallow which prevents the fetus from developing in the womb.","Sԑ saa mmoawa yi ma ᴐbaa bi nyarewa a, ԑtumi na n’awodeԑ no mu nsԑmu no honhono, na ԑntumi mma ᴐba no nnyini wᴐ awodeԑ no mu."
id_e4wq5ljb6a,The following are the different African countries whose names appeared and where they were in the survey.,Abibiman ahodoɔ a wɔn din puee mu ne baabi a wɔdiiɛ wɔ nhwehwɛmu no mu na ɛdidi soɔ yi.
id_5m16t08yi7,Criminals are now fond of kidnapping people with aim of asking for money.,Mprempren nsɛmmɔnedifo ani gye ho sɛ wɔbɛkyere nkurɔfo a wɔn botae ne sɛ wɔbɛsrɛ sika.
id_pfqc2ox3z8,Inquiries are being made and culprits in detention.,Wɔreyɛ nsɛmmisa ne mfomsoɔfoɔ a wɔde wɔn bɛto afiase.
id_ioxihgobc8,A heavy rain with earthquake and thunder fell and collapsed their place of gathering.,Osukɛseɛ bi a asasewosoɔ ne agradaa di akyire tɔeɛ maa deɛ na wɔhyia no bu guu mu.
id_fffqwxos5z,Briefly explain the benefits of what we are doing here.,Kyerɛkyerɛ mfaso a ɛwɔ nea yɛreyɛ wɔ ha no so tiawa.
id_ko7eii4lfd,Share this knowledge with your friends and family as well.,Ma wo nua no ne w'adamfo no nso nnya kyɛfa wɔ adesua yi mu.
id_op3ptfteax,One can collect his retirement benefits at fifty-five years,Obi betumi agye ne pɛnhyen sika wɔ mfe aduonum anum mu
id_igf9u4xg4t,"They went to show their first woven fabric to the Chief of Bonwire, Nana Bobie Ansa.","Wɔde wɔn anwenneɛ a ɛdi kan yi kɔkyerɛɛ Bonwirehene, Nana Bobie Ansa."
id_ux0d8uhqzd,Police are doing a great job of protecting children's rights.,Polisifoɔ reyɛ adwuma kɛse de abɔ mmofra hokwan ahodoɔ ho ban.
id_czluo593xn,"Due to shortage of funds, they have failed to implement anything.","Esiane sika a wonnya nti, wɔantumi amfa biribiara anni dwuma."
id_d1ktkw5ofz,Laws are beneficial in our day to day life.,Mmara so wɔ mfasoɔ wɔ yɛn da biara da asetena mu.
id_fg5h2surz7,More doctors and nurses will be recruited to offer services to people.,Wɔbɛfa nnuruyɛfo ne ayarehwɛfo pii ma wɔahwɛ nkurɔfo.
id_yqy4cufmso,A ship will be used to transport passengers and goods.,Wɔde hyɛn bi bɛfa akwantufo ne nneɛma.
id_cwika3tz9z,"The members of the community upon hearing the incidence reported it to the Kasoa Ofankor district police, and he was arrested before he could run.","Mpɔtam hɔfoɔ tee asɛm no na wɔde kɔmaa Ghana polisifoɔ a wɔwɔ Kasoa Ofankor mantam mu, na afei Wɔkyeree no ansa ɔreguan"
id_5f3oomu4b6,The president advised farmers to embrace government programs to end poverty.,Ɔmanpanin no tuu akuafoɔ fo sɛ wɔnnye aban nnwumadie nto mu mfa ntwa ohia so.
id_244gomc1dm,Our politicians are making sure we stay poor,Yɛn amanyɔfoɔ rehwɛ sɛ yɛbɛtena ohia mu.
id_pz7s1aflx0,Hospitals need electricity to operate well .,Ayaresabea ahorow hia anyinam ahoɔden na ama wɔatumi ayɛ adwuma yiye .
id_1p8hfd2276,People create fake social media accounts to impersonate the Ministry of Education and Sports.,Nkorɔfoɔ yɛ atorɔ social media akanto de yɛ wɔn ho sɛ wɔyɛ aAsoeɛ a wɔhwɛ Nwomasua ne Agudie so.
id_77no6syst3,The police officer got injured during the demonstration.,Polisini no pirapirae bere a wɔreyɛ ɔyɛkyerɛ no.
id_a7wt7vdqa7,"A lot of times, people who go to uproot mushrooms fumble on the crops on the farm where the oil palm tree is fallen.","Mpɛn pii no, ɛyɛ a wɔn a wɔtu mmire no tiatia afuo a wɔato abɛ wɔ mu no mu mfudeɛ no so."
id_vsvvvnooln,English is one of the best-done subjects in the primary leaving examinations.,Engiresi kasa yɛ adesuafo a wɔyɛ no yiye paa wɔ mfitiase sukuu sɔhwɛ ahorow mu.
id_92q0k4qr0f,"They don’t know much, therefore they need the support of their parents and teachers to succeed.","Wɔnnim pii, ɛno nti wɔhia wɔn awofoɔ ne wɔn akyerɛkyerɛfoɔ mmoa na wɔatumi adi yie."
id_ty9r27zg3q,marital issues that they find it difficult to forgive each other can end the marriage.,Bɔne a wɔmfa nkyekyɛ wɔn ho no tumi sɛe awadeɛ.
id_r7a3dfq4dr,Funding propers development and progress.,Sika boa ma mpuntuo ne kankorɔ ba.
id_t31yx3xhi0,"So did the rest of the Akan people had a separate faction, who today, have many Akan groups and cities","Saa ara na Akanman nkaeɛ no nso tetee wↄn ho ara a nnɛ, yɛanya Akanman pii no."
id_uxm7n1ub6k,Pregnant mothers are always encouraged to always sleep under a mosquito net.,wɔhyɛ ɛnanom a wɔyem nkuran bere nyinaa sɛ wɔnda nwansena afiri ase bere nyinaa.
id_eg0ff19zny,"The teacher licensure examination was introduced in 2018 to provide teachers with licences to operate in the country , however, it became a matter of strife.","Akyerɛkyerɛfoɔ sɔhwɛ a wɔtwerɛ ma wɔgye wɔn tom sɛ akyerɛkyerɛfoɔ no hyɛɛ aseɛ 2018 sɛdeɛ ɛbɛma akyerɛyerɛfoɔ abodin krataa a ɛhia a ɛdi adanseɛ sɛ wɔtumi di wɔn dwuma wɔ Ghana, nanso ɛbɛyɛɛ asɛm a ɛde ntawantawadie baa ɔman yi mu."
id_ejh8p7iar7,The organiser of the dance was required to make a local brew.,Ná wɔhwehwɛ sɛ nea ɔhyehyɛɛ asaw no yɛ ɛhɔnom nsa bi.
id_65ii7czzzo,The community should carryout farming as a source of liverihood.,Ɛsɛ sɛ mpɔtam hɔfo yɛ kuayɛ sɛ asetrade fibea.
id_szqghfjtwe,"Ask the secretary, she must have all the minutes for the meeting.","Bisa twerɛtwerɛfoɔ no, ɛsɛ sɛ onya nhyiam no simma nyinaa"
id_a60d68l5ex,If that happens he has to carry the items on his shoulders to the market or home.,Sɛ ɛkɔba no saa a agye sɛ ɔsoa nneɛma no wɔ n’apampam de kɔ dwa so anaa de kɔ fie.
id_636ydt92y8,"Cancer of the colon, where solid waste collects, can also cause constipation.","Kokoram a ɛtɔ kɔkɔbo, faako a agyanan kɔtaa no mu no nso de ayamtim ba."
id_abphsli4j2,The district needs to lobby more and more finances from the government.,Ɛsɛ mansini no gye sika bebree firi aban no hɔ.
id_ikd7ivkp6i,"What is the best way you believe we can prevent breast cancer?Even this, I am well aware that we have already discussed.","Ɔkwan bɛn pa ara na wogye di sɛ yɛbɛtumi de asi nufoɔ mu kokoram ano kwan?Wei mpo, menim yie sɛ yɛaka ho asɛm dada."
id_w5hk184oky,"In 1964, Nkrumah brought forth the Seven Year Development Plan for National Reconstruction and Development, which identified education as a key source of development and called for the expansion of secondary technical schools.","Wɔ afe 1964 mu no, Nkrumah de Mfeɛ Nson Nkɔsoɔ Nhyehyɛeɛ a ɛfa Ɔman Sandan ne Nkɔsoɔ ho baeɛ, a ɛkyerɛɛ sɛ nwomasua yɛ nkɔsoɔ fibea titire na ɛkae sɛ wɔntrɛ ntoasoɔ sukuu mfiridwuma mu."
id_8zu4zm0hxp,He became lame as a result of an aboboyaa accident.,Aboboyaa atoyerɛnkyɛm bi maa ɔyɛɛ obubuani.
id_ec18w0gsjf,The government has allocated funds to the restoration of historical sites.,Aban no atwa sika a wɔde bɛsiesie mmeaɛ ahodoɔ a ɛkyerɛ yɛn abakɔsɛm no nyinaa
id_zuq128qd2k,Kidnapped people go missing from their families and friends,Nnipa a wɔkyere wɔn sie no yera fi wɔn mmusua ne wɔn nnamfo nkyɛn.
id_e7p8lg4uqz,They look forward to thousands of Kɔtɔkɔ supporters to show up and rally their support behind them during the match.,"Wɔhwɛ anim sɛ, Kotoko akyitaafoɔ mpempem pii bɛkɔ akɔtaa wɔn akyi wɔ saa akansie yi mu."
id_7ki8r2bpn3,There is a need to employ more doctors in the village health centre.,Ɛho hia sɛ wɔfa adɔkotafoɔ bebree adwuma wɔ ayaresabea a ɛwɔ nkuraase no mu.
id_hpeve4xb1s,Adults with malaria tend to experience chills and fever.,Mpanyimfo a wɔwɔ asramma taa nya atiridiinini ne atiridiinini.
id_8s5d7kbkma,They sing and clap along while the game is ongoing,"Wɔredi agorɔ nyinaa, na nnwom ne nsambɔ nam mu."
id_mxdmwk1r5q,These evenings were a vital part of Kwame Nkrumah's American education.,Na awummerɛ ahodoɔ no ho hia pa ara wɔ Kwame Nkrumah Amerika adesua no mu.
id_o8dh0gkgjr,"Your culture defines who you are; therefore, it's important to treat it seriously.","Amammerɛ wɔ hɔ yi, yɛntoto no ase, w’amammerɛ na ɛkyerɛ wo nipaban."
id_mfex0bo8jx,The minister has saved many people from losing their land to grabbers.,Ɔsoafoɔ no agye nnipa pii nkwa afiri wɔn nsase a wɔbɛhwere ama wɔn a wɔgye no hɔ.
id_20y9y85csz,This is the little we can look at about liver disease,Kakra yi ne deɛ yɛbɛtumi ahwɛ afa brɛboɔ mu yadeɛ ho.
id_np6w09xtih,The rich should come out to help the vulnerable people in society.,Ɛsɛ sɛ asikafoɔ no ba abɔntene bɛhwɛ nnipa wɔnni bi wɔn kuro no mu.
id_49xcgnle8w,"The post on Facebook by the late President said, ""I have been drawn to a film posted by Secretary Anas Aremeyaw Anas on social media in which Mr. Charles Adu Boahen is using my name to extort treasures.","Nsɛm a Ɔmanpanin abɛdiakyire no twerɛ too Facebook no kaa sɛ, ""Wɔatwe m'adwene asi sini bi a Nsɛntwerɛni Anas Aremeyaw Anas de abɛto sohyia media so a Owura Charles Adu Boahen de me din rebɔ apoo gye ademudeɛ no so."
id_h63deqv93e,War can lead to places been empty leaving them with just noise of shootings.,Akodie bɛtumi ama mmeaeɛ binom ada mpan ama no aka atuo a wɔretoto no dede nko ara.
id_stjedp8bss,Motorcycles are a faster means of road transport.,Moto yɛ ɔkwan a wɔfa so tu akwan ntɛmntɛm so.
id_sm4l1v5cl5,"For a school to stay in a community for over twenty five years, its an achievement.","Sɛ sukuu bi tena mpɔtam hɔ bɛboro mfe aduonu anum a, ɛyɛ nkonimdi."
id_8q8iufwb8j,Laughter helps to repel a fluid that removes flesh from the body.,Sereɛ boa kyi nsuo bi a ɛyi honamyea firi nipadua no mu.
id_c2z0ocjvek,We should eat hask food often.,Yɛntaa nni nnuane a ntɛtɛ wɔ ho.
id_8ods1k2snf,Some people resort to taking matters into their own hands instead of seeking legal channels.,Nnipa binom de wɔn ho to so sɛ wɔde nsɛm bɛhyɛ wɔn ankasa nsa mmom sen sɛ wɔbɛhwehwɛ mmara kwan so akwan.
id_ndulrtegav,Genotype is a blood test that allows us to know a particular protein in our blood genes.,Gyɛnotaepo yɛ mogya mu nhwehwɛmu a ɛda adi ma yɛhunu proten pɔtee a ɛwɔ mogya no nkwammoa no mu.
id_j3pkapumt6,"In every election, there is a winner and a loser.","Wɔ abatow biara mu no, yewɔ obi a odi nkonim ne obi a odi nkogu wɔ hɔ."
id_hvxvusfc4t,"Traditionally, some foods have been developed to help livestock farmers obtain nutrients that will improve the health of the animals.","Abɛɛfo kwan so no, wɔayɛ nnuane binom a ɛboa ma akuafoɔ a wɔnyɛn mmoa no nya nnuane a ɛbɛboa mmoa no apɔmuden de ma wɔn nyɛmmoa di."
id_0797m3z6sj,But the security service came to remove it from the road,Nanso bammɔ kuo no baa mu bɛyi firii kwan no mu.
id_ami6c03rle,The person's urine can change to dark or thick.,Nipa no dwonsɔ ani tumi sesa yɛ tumm anaa dodoeɛ.
id_1fdww29in7,Carrots are one of the most rich sources of nutrients that promote growth.,"Yɛreka atosodeɛ ahodoɔ a nnuanennuro a ɛboa ma nnipa tumi nyini ahyɛ no ma pa ara a, karɔto yɛ ɛmu baako."
id_jwgp3o3pmd,"I was so happy when my friends came to visit me at home, cherishing their presence.","M’ani gyei pa ara bere a me nnamfonom baa me nkyɛn bɛsraa me wɔ fie, m'ani sɔ wɔn ba a wɔbae no."
id_h5rpygojuw,"Besides banks, where do most locals borrow money from?","Sɛ sikakorabea ahorow da nkyɛn a, ɛhe na ɛhɔfo dodow no ara bɔ bosea fi?"
id_8oog9hs1x7,A roadmap to Universal Health Coverage has been developed,Wɔayɛ ɔkwan a wɔbɛfa so ayɛ Amansan Akwahosan Ho Kataso
id_rr3uvq0uqx,Office handover involves the person leaving office and the predecessor.,Ɔfese wɔde ma fa onipa a ɔrefi ɔfese hɔ ne nea ɔreba no ho.
id_u59hcvcbn0,How many people have been killed in the forest?,Nnipa baahe na wɔakunkum wɔn wɔ kwae no mu?
id_pi6yves13i,"Here are the months in a year: January, February, March, April, May, June, July, August, September, October, November and December.","Asram a ɛwɔ afe biako mu ni: January, February, March, April, May, June, July, August, September, October, November ne December."
id_xrdvaaf1pq,This prevents the brain from any external danger that may harm it.,Wei boa si ɔhaw biara a ɛbɛtumi afiri abɔntene abɛka adwene no ama ho ate kyema no ho kwan.
id_e9qyapem6i,The future has to be brighter than today.,Ɛsɛ sɛ daakye yɛ papa kyɛn ɛnnɛ
id_5lyb7nmrci,"Due to the power blackouts, there is total confusion, especially at night.","Esiane anyinam ahoɔden a adum nti, adwene mu naayɛ koraa, titiriw anadwo."
id_w4yp5zdei0,"The reason for this is that when it rains, it can stand in the hole and cause it to crack.","Deɛ nti ɛte saa ne sɛ, sɛ nsuo tɔ a, ɛbɛtumi akɔgyina amena no mu ama no apae ntontom."
id_5h4jaxyovd,Taxis load and off load passengers in the middle of the road.,Taksi ahorow de nneɛma gu akwantufo so na wɔde nneɛma gu mu wɔ ɔkwan no mfinimfini.
id_bfdzl3q84z,The engineers have analyzed the impact of the bridge on the environment.,Wɔn a wɔyi akwan no ahwɛ sɛdeɛ nsamsoɔ ka yɛn atenaeɛ
id_ihyofis80u,"when we put aside the intention, they do it for the Asantehene it is a clothe that has glory and it very good too.","Hyɛ a wɔhyɛɛ da nwono maa Asantehene no ankasa da nkyɛn a, ɛyɛ ntoma a animuonyamhyɛ wɔ mu, na wɔhunu no sɛ ɛyɛ papa yie."
id_75xp823obp,Nigerians are the second group with the highest number of people in the country after the Chinese.,"Sɛ yɛyi China foↄ no firi hↄ a, Nigeria foↄ nso na wↄtↄ so mmienu a wↄn dodoↄ no wↄ soro, ."
id_pc8oz38wdc,"people called Akua are very calm, and they are very strong.","Akua nom ho dwo, na wᴐgyina wᴐn ho so."
id_m8k57trs0d,"Similarly, neither spouse wants the other to bring him or her any embarrassment.",Saa ara na awarefoɔ mu biara mpɛ sɛ ɔfoforɔ no de animguaseɛ bi bɛbrɛ no.
id_2wff1zzafh,The company has not denied the allegations of not paying the employees' salaries.,Adwumakuw no nnyee sobo a wɔbɔe sɛ wɔantua adwumayɛfo no akatua no
id_3w7gosm6nd,"Here in Ghana, the most popular fish are salmon and so on.","Ghana ha deɛ, nsuomnam a nkurɔfoɔ taa yɛn wɔn pa ara ne pitire, apatrɛ, saamɔn, ne deɛ ɛkeka ho."
id_ozne3ye16o,He was commanded by the court to compensate for the losses.,Asɛnnibea no hyɛɛ no ​​sɛ ontua nneɛma a wɔhwere no ho ka.
id_jsl1ud8u4m,A man with this disease should pay close attention to the medications prescribed by his doctors.,2. Ɛtwa sɛ ɔbarima a ɔwɔ saa yadeɛ yi bi no ma n'ani kɔ nnuro ahodoɔ a adɔkotafoɔ de bɛma no sɛ ɔnnom no so yie.
id_ie3roc6io2,The school should build a new block for student classes.,Ɛsɛ sɛ sukuu no si block foforo ma asuafo adesua.
id_tc1i92i9qx,The youth should show more seriousness towards their work.,Ɛsɛ sɛ mmabun no da aniberesɛm adi kɛse wɔ wɔn adwuma no ho.
id_e793g82gm5,The pope is the chief pastor of the worldwide catholic church.,Pope no ne wiase nyinaa katolek asɔre no sɔfo panyin.
id_yhwlv2svst,Social media has many importance that will help peoples lives to improve.,Sohyia midia so wɔ mfasoɔ pii a ɛboa ma nnipa asetena tu mpɔn.
id_5tupmsbv3y,Opposition politicians advocate for the removal of social media tax.,Asɔretiafo amammuifo kamfo kyerɛ sɛ wonyi tow a ɛda sohyial media so no mfi hɔ.
id_u2d6wgxixa,"What this also meant was that the cyclist had to realize that just as greenery doesn’t last forever, so people don’t always grieve.","Deɛ na yei nso kyerɛ ne sɛ, ɛsɛ sɛ ɔsakyima no hunu sɛ, sɛdeɛ frɔmfrɔm nte hɔ daa no, saa ara na ɛnyɛ daa nyinaa na nnipa bɛdi awerɛhoɔ."
id_lya4xj3580,"Due to the strong winds that can blow during the rainy season in Ghana, it is very important to take some precautions so that if the rain falls unexpectedly, we can to protect ourselves off.","Ɛsiane mframa gyampanturudu a ɛtumi bɔ berɛ a nsuo retotɔ wɔ Ghana nti, ɛho hia pa ara sɛ yɛyɛ nneɛma binom de bɔ yɛn ho ban sɛdeɛ ɛbɛyɛ a sɛ nsuo no tɔ berɛ a yɛn ani nna a, yɛbɛtumi atwitwa agye yɛn ho."
id_dswdaunwri,It's good to preach the gospel to others.,Ɛyɛ papa sɛ wobɛka asɛmpa no akyerɛ afoforɔ.
id_3lni7yj79v,"The incident of theft, where thieves stole our neighbor's property, has increased the feeling of insecurity in the region, causing the community to have sleepless nights.","Korɔnobɔsɛm no, a akorɔmfoɔ wiaa yɛn afipamfoɔ agyapadeɛ no, ama ehu kɛseɛ abɛto nnipa wɔ mantam no mu, na mpɔtam hɔfoɔ ntumi nna anadwo."
id_6bznf36f5m,The ministry of local government should solve disputes at the local government level.,Asoeɛ a ɛhwɛ nkuro nkumaa amanmuo nsɛm so no ɛsɛ sɛ wɔhwɛ siesie ntawantawa ahodoɔ a ɛkɔ so wɔ nkuro nkumaa mu no
id_ybqfaq4mcq,10.Guava is a very delicious fruit but it is a little rare in this country.,10.Guava yɛ aduaba a ɛyɛ dɛ pa ara nanso ɛho yɛna kakra wɔ ɔman yi mu.
id_vu4oqjjliu,Even history shows that Asante got their independence in 1935 before Ghana got its own in,"Abakɔsɛm mpo kyerɛ sɛ, Asantefoɔ nyaa wɔn faahodie 1935 ansa na Ghana renya ne deɛ wɔ 1957 mu."
id_p46lzkzkp7,Their head is Asare from Akorokyere.,Wɔn piesie ne Asare a ɔfiri Akorokyerɛ.
id_lnz9eie7j1,"Aside that, egg yokes contain chlorine, a nutrient that ensures a proper function of the brain and promotes stimulus and feelings in the body.","Ԑno akyi, kosua mfimfini kita “chlorine” nnuane nnuro bi a ԑboa ma adwene dwumadie tu mpᴐn na ԑma atenka ne tebea gyina brane."
id_e9uo26ww2k,The diocese has established handwashing terminals at every church.,Diocese no ayɛ mmeae a wɔde nsa hohoro wɔ asɔredan biara mu.
id_sixll6yc90,It's a good thing to test for coronavirus .,Ɛyɛ adepa sɛ wobɛkɔ akɔsɔ ahwɛ sɛ wanya coronavirus anaa.
id_6dpfoxuaqg,The sales director position has been vacant since last year.,Adetɔn sohwɛfo dibea no da mpan fi afe a etwaam no.
id_38lzgmejtp,It's always good to appreciate the work doctors do.,Ɛyɛ papa bere nyinaa sɛ yɛbɛkyerɛ adwuma a adɔkotafoɔ yɛ no ho anisɔ.
id_nprznurcwx,"Malaria causes symptoms that typically include fever, tiredness, vomiting, and headaches.","Atiridii de sɛnkyerɛnne ahodoɔ a mpɛn pii no ɛne ahoɔhyeɛ, ɔbrɛ, ɔfe, ne tipae ba."
id_2i2jj93jjy,The kingdoms in the country can also get aid from the government.,Ahennie ahodoɔ a ɛwɔ ɔman no mu no nso bɛtumi anya mmoa afiri aban no hɔ.
id_5snqw0nznp,The key note of this exercise is to publish the research findings.,Adeɛ ɛsi saa dwumadie yi anim ara ne sɛ yɛbɛtintim nsɛm a yɛbɛnya afiri nhwehwɛmu no mu no de ato dwa ama obiara ahunu.
id_fl3ufvmgyk,A Ghanaian has won the prestigious news award.,Ghanani bi anya nsɛm ho amanneɛbɔ abasobɔde a agye din no.
id_59aut5gis4,Serious verification is done when selecting youths for they can't be allowed to benefit twice.,wɔyɛ aniberesɛm verification bere a wɔrepaw mmabun efisɛ wontumi mma wɔn kwan mma wonnya so mfaso mprenu.
id_sfzb3g7ke3,"As a community we, have to live in peace and harmony with our neighbors.","Sɛ́ mpɔtam hɔfo no yɛn, ɛsɛ sɛ yɛne yɛn afipamfo tra ase asomdwoe ne biakoyɛ mu."
id_qsclmo6nut,Everybody needs a liver to perform many functions to help the body.,Onipa biara hia brɛboɔ sɛ ɛbɛdi dwuma bebree de aboa nipadua no.
id_kgdwfp2eop,An appeal can be made by a Christian who has been excommunicated.,Kristoni bi a wɔatu no afi asɔre no mu betumi de asɛm no akɔdan asɛnnibea.
id_b26ty172s8,"These trade unions including the four Teachers Unions, the Physical Education Union and all Government Employees and others brought their demand that due to the difficult living conditions in the country, the government should give them 20 per cent of their salaries % as living allowance (COLA).","Adwumayɛfoɔ akuo ahodoɔ yi a Akyerɛkyerɛfoɔ Nkabomkuo nnan no ka ho, Apɔmuden Adwumayɛkuo Nkabomkuo ne Aban Adwumayɛfoɔ nyinaa ne afoforɔ binom de wɔn apɛdeɛ baa sɛ ɛsiane abrabɔ ne asetena mu yɛ a ayɛ den wɔ ɔman yi mu nti, aban no mma wɔn akatua no mu 20% sɛ asetena mu alawanse (COLA)."
id_6ftea8c3gz,"Literacy helps in building the nation , by increasing social development among people.","Akenkan ne akyerɛw boa ma wɔkyekye ɔman no , denam asetena mu nkɔsoɔ a ɛkɔ soro wɔ nnipa mu no so."
id_qzka6i3v9b,One day he got visitors from Kumasi Amakom who was Amakom chief Akosa Yiadom niece Adu Donnyina and his people.,Ɛwɔ mu ara na wɔnyaa ahɔhoɔ firii Kumase Amakom a na wɔyɛ Amakomhene Akosa Yiadɔm wɔfaase Adu Donnyina ne ne dɔm.
id_3u3ut9xt43,"Also if he was arrested for his role in the temple which is supposed to be a robbery, then others must be arrested in the same way because they play the same role.","Afei nso dwuma a ɔdii wɔ asɔrefie hɔ a wɔsusu sɛ ɛyɛ apoobo no nti na wɔakyere no ato koko mu deɛ a, ɛnneɛ ɛtwa sɛ wɔkyere afoforɔ binom nso saa ara ɛfiri sɛ dwuma korɔ no ara na wɔn nso di."
id_q03oxvqq8f,The death of a thirty year old woman is not known.,Wonnim ɔbaa bi a wadi mfeɛ aduasa wuo.
id_2k15snm9tt,Health officers are at the front line fighting against the coronavirus pandemic.,Akwahosan ho adwumayɛfoɔ wɔ anim a wɔreko atia coronavirus ɔyaredɔm.
