id,Twi
id_vwt56iekef,mpanimfoɔ bɛnya wɔn ahiadeɛ titire.
id_p8v1lyq9jb,Adwumayɛ mu nnwuma dodow no ara wɔ aguadifi ahorow no mu.
id_pdrfg5mruc,Polisifo no antumi anni awifo no akyi...
id_h6imix3qij,"Ná wadi mfe 85, na ogyaw okunafo ne mma anan wɔ nakyi."
id_vhlwbfglhf,Ɛkyerɛ sɛ wɔrebɛyi wɔn nyinaa adi sɛdeɛ ɛbɛyɛ a obiara bɛtumi akɔ ne nkyɛn akɔhwehwɛ no.
id_b39y0cznlm,"Wɔde abaa a ɛwɔ anidaeɛ no maa no, na deɛ ɛyɛ ketewa no wɔ deɛ ɛyɛ kɛseɛ a wɔfrɛ no bi no ase a na ɛwɔ baako akyi."
id_reb8w1ohdz,"2019 Hogbetsotso afahyɛ no, nnipa atitiriw bi a na Ghana Manpanyin Mmere Bi, Jerry John Rawlings, ne John Dramani Mahama ka ho baa hɔ."
id_59tynadc5b,Adwuma ahorow bi hwehwɛ sɛ wɔn adwumayɛfo yɛ adwuma dapɛn awiei.
id_6kmt3ssqws,"Wofa deɛ ɛnnyɛ wo dea ma wo ani wu a, ɛnneɛ ɛbɛyɛ papa sɛ wobɛte nka sɛ wo ara wo deɛ."
id_ti2gnofnrk,Mma wo mmrɛ wo daakye ho.
id_xjgnkxv9us,mmea a wɔyem a wɔwɔ nkuraase no twa kwantenten kɔhwehwɛ akwahosan ho mmoa a ɛfata.
id_3e7byatwim,"Ɔpanin no de ne nsateaa to nsa no mu de ka abɔfra no tɛkrɛma ka sɛ, sɛ wohunu nsa a ka nsa, nka nsa, nka ne nsuo."
id_u9ze3nwuns,Saa nsa mmienu yi mu na wɔtumi de nsa a wɔfrɛ no akpeteshie no gu.
id_6mbxolcd5u,kata amoa biara a ɛwɔ wo fie no so
id_sqdhrnhv90,3. Hu nneɛma a ebetumi atwetwe w'adwene na twe wo ho fi ho nyinaa sɛ ɛbɛyɛ yiye a.
id_pv3jovnrgd,Obi a ɔwɔ atiridii mmoawa yareɛ bi wui wɔ atetesɛm mu ayaresafoɔ asɔredan bi mu.
id_sqtuo0xl5i,Ɛsɛ sɛ wosie nnipa a wowuwui de som wɔn man sɛ abran.
id_b3oaqoa1lh,"Poleeno a ɔyɛ ɔyɛnifoɔ kɛseɛ wɔ Kumasi de too dwa wɔ ɛnnɛra a ɛyɛ Yawoada sɛ, aseresɛmni Baba Spirit a na ɔyare no awu."
id_mdi8vmwt11,"Wᴐdwene afoforᴐ ho yie, na wᴐdwԑ obiara mmrԑ."
id_uma7lwa722,"Mmom, ɛsɛ sɛ yɛtu amena anaa yɛhwehwɛ biribi de yɛn afie mu nwura gu mu."
id_pjfkw3bqq4,Asuafo no de aboɔ sisi adan bi de nya sika de tua sukuu ka.
id_dfdhv2c0t1,Nkorɔfoɔ suro sɛ wɔbɛware ɛfiri sika kɛseɛ a wɔhwere no nti.
id_1hwbl7pevl,Akunafo ne mmofra a wonni ahobammɔ pii te saa ɔmantam yi mu.
id_nvsiheouse,"Ade foforɔ a ɛhaw adwene ne sɛ, sɛ yɛamfa mframa a ɛma mframa no yɛ adwuma no anyɛ adwuma berɛ biara a, ɛsɛ sɛ yɛtoto no mu wɔ mframa no ho baabi."
id_oa3hhk17ln,"Sԑ ԑba saa a, ԑbԑyԑ den ama ᴐbaa no sԑ ᴐbԑnyinsԑn, na sԑ ᴐnyinsԑn mpo a, ԑbԑtumi ayԑ nyinsԑn."
id_p0w856lwbp,Adwumakuo no de laboratory ho nneɛma akyɛ yɛn ayaresabea titire no.
id_t6patj9ra9,Sukuu dan no ntumi nnye sukuufo a wɔwɔ sukuu no mu nyinaa.
id_4uq1srjtm0,Ɛsɛ sɛ awofoɔ hunu sɛ COVID-19 nso ka mmɔfra nkumaa.
id_ykbqtptnss,Nkorɔfoɔ no nyaa anidasoɔ wɔ kuayɔ mu sɛ wɔbɛma wɔn asetena atu mpɔn.
id_funkc82sx8,Ɛsɛ sɛ wɔde sika di dwuma ma ne botae.
id_gkpt0nf0lm,Nkwaliteɛ yɛ anammɔn a ɛho hia a ɛbɛma nkurɔfo ahu nneɛma pii.
id_qqii3jkt0a,Ashaiman Kuro badwa no yɛɛ ɔman no dwumadie no ɛfiri sɛ ɛhɔ na kolela yareɛ no trɛreeɛ pa ara.
id_v6l9sl37i1,Megye di sɛ yebenya mmuae abien a ɛsono ɛno wɔ ha.
id_iyj7a9u7ft,"Hyɛ no nso sɛ, ɛsɛ sɛ obi a ɔpɛ sɛ ɔtumi si asikyire yadeɛ ano no sua sɛdeɛ ɔbɛdi yie."
id_em8w07jvu6,Adua ne atade yɛ nneɛma a wɔhwehwɛ de yɛ nkrataa a wotumi de di dwuma bio no bi.
id_7jzvt9i7nr,Nnipa pii twa nnua wɔ ɔman no mu nyinaa.
id_mp6db6lrdf,Akannifoɔ yɛ nneɛma pii.
id_5m8ynii92d,"Wɔkyerɛ mu sɛ, wɔpɛ sɛ soafoɔ a ɔhwɛ sikasɛm so no yɛ sakraman nanso wɔde wɔn akwan bɛdi dwuma."
id_191u62lrfe,Akyerɛkyerɛfo nsi wɔn bo sɛ wɔde nhomasua ho nnwuma bɛma.
id_t09331eqhx,Asoɛeɛ a ɛhwɛ adwumayɛfo no so no yɛɛ nhyiam bi ho nhyehyɛeɛ de susuw nsɛnnennen a adwumayɛfo no rehyia no bi ho.
id_7qhwv11h8r,Ɔmanpanyin no akamfo nnuruyɛfo sɛ wɔasiw ɔyaredɔm no trɛw ano.
id_hf8ses3z2l,abatow boayikuw no de wɔn a wɔtow aba foforo din di dwuma wɔ ɔmampanyin abatow foforo biara mu.
id_5pfmtwvh2b,Sɛ Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda Homeda
id_vks2hc5e24,Wɔgyee nadehye ne nasɛyɛde ahodoɔ firii ne nsam saa berɛ korɔ no ara mu.
id_p8rf0d5g6r,Ɛnneɛ a wonni ahokafoɔ wɔ berɛ a ɛyɛ den ma wɔn sɛ wɔbɛtete wɔn mma.
id_yj4qt9pmrt,Fa nkataanim hyɛ wo ho berɛ nyinaa wɔ baguam mmeaeɛ na hwɛ kwan sɛ wobɛkɔ akyirikyiri.
id_7hfjfcuvcy,Hwehwɛ wo dɔkota ntɛm berɛ a wohunu nsɛnkyerɛnne yinom mu bi wɔ w'ani ho berɛ a woahyɛ anaa woayi w'aniwa a wɔayɛ afiri wo ho no.
id_o7onx9t4jc,Asuafo no benya physics adesua a mfaso wɔ so ɔkyena anɔpa.
id_1qn4jt1n7p,"Aban no kaa pii, na deɛ ɛhaw no nyinaa ne sɛ wɔgu so ara tɔn nnuabaeɛ nsase, ne titire no koko nsase ma galamseyfoɔ no."
id_uonzb4rc39,Ɛsɛ sɛ akwahosan kuw no yɛ nhyiam awia.
id_ywuz4qah5w,"Yei nti, sɛ ɛnyɛ biribi a, ɛtɔ da a, ɛma wɔntumi nnya nsuo pa nnɔnhwere aduasa."
id_oysoje74xp,Ɛsɛ sɛ wɔn a wɔpɛ sɛ wɔtow aba nyinaa nya ɔman no mu ahyɛnsodeɛ ho kaade.
id_31bcoprzrn,Sukuupanin no kae sɛ ɔrentumi nnya sika mfa nsiesie sukuu mu nneɛma.
id_minmegpj03,"Ade foforɔ a ɛma anamuna yɛ soronko ne sɛ, nneɛma bi te sɛ laekopein ne carotene a ɛwɔ mu no bɔ onipa honam ho ban firi awia a ɛkyere no ho, na ɛsane nso boa ma ne ho tumi sa ntɛm."
id_xu6va63o15,Obiara betumi anya coronavirus yare no a wɔn mfe mfa ho
id_0e2aluspld,"Wɔaka bere a Nkrumah de ne ho hyɛɛ amammui mu denneennen no ho asɛm sɛ ""Abibimanfo anigyede a ɛkorɔn no sikabere""; Europafo amammuifo dodow no ara nyaa ɔman ho mmɔdenbɔ ne wɔn nkoasom a wogyae no, na abakɔsɛm akyerɛwfo aka sɛ ""awo foforo ne biakoyɛ ho amanneɛbɔ no nyaa ahoɔden wɔ Abibimanfo dwumadi no mu""."
id_yvl7npnp6d,Ɛyɛ den sɛ wobenya apɔmuden ho nnwuma yi wɔ nkuraase.
id_6mjm2omy4q,"Sɛ saa a, ɔbarima no te nka sɛ wɔabɔ no paa."
id_lsbtkx8kae,Wɔhyɛɛ no bɔ sɛ obekum no bere a wɔdaa no adi sɛ wadi awu.
id_m11srh1zg4,Ɔmantam no aka akyiri esiane kyerɛwtohɔ a enni mu nti.
id_pvnq2s5ewo,So ɛho hia sɛ polisifo yɛ mpɔtam hɔ polisifo adwuma?
id_d0tudlf5gn,"Mpɛn pii no, aba a ɛmfata, a wɔsɛe a wɔde gu abatow mu no wɔ hɔ."
id_s3mvku0471,Wɔhyɛɛ Katolekfo nkuran sɛ wɔnka sakramenta ho asɛm nkyerɛ afoforo.
id_a1wv3di8ln,"Afe 1947 mu no, ɔde ne ho hyɛɛ United Gold Coast Convention (UGCC) amanyɔkuo no mu."
id_4h1kru0lla,"Wɔannyɛn anantwi no nɛnɛ, na ebetumi aka wɔn akwahosan ne wɔn nnɔbae."
id_goxyslv9ho,"Nokorɛdie yɛ adeɛ baako a awadeɛfoɔ ntaa mfa nyɛ aseresereseresɛm, na ɛyɛ ade baako a ɛboa awadeɛ mu."
id_vw5vll5geb,Nnipa a wɔwɔ mpɔtam hɔ no dɔɔ wɔn amammerɛ na na wobu wɔn.
id_ry2o0h4643,Nya wo ho gyidie sɛ wobɛtumi ayɛ biribiara.
id_5kflrocvi3,Sɛ ɛdan bi mu atew na ɛkyerɛ sɛ wɔansi no yiye a.
id_a3v80p11ed,Ɛtumi te tiribubu a ano yɛ den ne nnompe mu yea so.
id_to9jcnmnz0,"Ghana bɔɔlbɔ kuo yi a wɔn ani da wɔn so ne Kadiogo kuo no dii wɔn so nkonim 1-1, ɛno akyi no, Kadiogo kuo no dii wɔn so nkonim wɔ penalty no mu."
id_74yxgvmc37,Oguamtrani no maa nkurɔfo no tee ase sɛ wɔnkɔbɔ obiara a ɔrebo nnua ho amanneɛ.
id_z9synhcj1w,Ɛsɛ sɛ akannifoɔ yɛ adwumaden de hyɛ baakoyɛ ho nkuran wɔ nkurɔfo mu.
id_nsf24vhp1k,"Ne wei so no, ɔkaa sɛ awuraa yi gyinabea sɛ mmarahyɛbadwafoɔ no fata no pa ara."
id_p8sjwqdoxa,Ghana ne Barbados yɛɛ apam wɔ 2019 mu maa Ghana ayarehwɛfoɔ tumi yɛɛ adwuma wɔ Barbados.
id_bit5zd57pt,"Afei nso, sɛ nnomaa bi tu nnua no firi asase no so a, sɛ wode nsase no gu hɔ a, ɛbɛbɔ wɔn hu."
id_nw2w527veo,Nufu a Wɔredi no ho hia ma akokoaa biara efisɛ ɛma otumi ko tia nyarewa
id_vqjubvjfwu,"Wɔkyerɛ sɛ berɛ a nnua de kora saa karbɔn yi so no yɛ mmerɛ tiawa kyɛn deɛ nwura ahodoɔ a ɛwɔ berɛ a ɛtwa no bi de kora no, na ɛyɛ mmerɛ kakra kyɛn deɛ nnua ahodoɔ a ɛwɔ afe baako no de kora no."
id_ymjyyrvg6s,Danquah man ho dɔ nti ɔyɛɛ deɛ ɔbɛtumi biara de gyee Ghana firii aborɔfo nhyɛsoɔ mu.
id_m18xg29flx,Ɛyɛ biribi a yɛresua. Akanman wɔ adeɛ... Akanman wɔ adeɛ...Akanman wɔ nneɛma pa!!!
id_l8zx4nkhnb,Obi bɛhyɛ no sɛ ɔnka saa fa aman afoforɔ so nsɛm no ho.
id_cn3e42pnra,Wɔwɔ nnoɔma ne nsɛnkyerɛnne binom a sɛ wɔhyehye no a ɛbɔ ɔpemfoɔ ne abɔfra a ɔhyɛ yafunu no mu no nyinaa ho ban.
id_wm6z2sgrrr,Ɛsɛ sɛ yɛko ma mmaa a wɔwɔ Ghana no hokwan na yɛhunu nneɛma titire a ɛde ohia ba wɔ yɛn man mu no.
id_21lm0mixxq,Ɔyɛ ɔkannifoɔ a ɔwɔ nyansa na ɔtumi ma ɔman yi.
id_68mtbvwjil,Wɔbɛtete adwumakuo bi a wɔyɛ samina wɔ park no mu.
id_4r6maa6u3q,Nnipa binom a wɔboa wɔ mpɔtam hɔ no boaa denam amena no a wobuu mu maa wɔn no so sɛnea ɛbɛyɛ a wobetumi akɔ mu agye abofra no nkwa.
id_x5dpq7a2s8,Wobɛtumi agye adi sɛ abatoɔ wɔ bosome a edi hɔ no mu?
id_df00ox5q5c,Sɛ wɔansiesie nkurɔfo haw ahorow a ɛnde ɛho kwan wɔ hɔ sɛ wɔbɛyɛ ɔyɛkyerɛ ahorow.
id_tp0alf37ug,Ghana aban no hyɛ kuayɛ ho nkuran denam aba a wɔde ma kwa kwa no so.
id_ly19q8zbf5,Ɔkwan bɛn so na wɔkora mango so bere tenten?
id_mqmrjg9a7h,"Adwene - Salmon, nkosua, pɛtɛte, oat, adua, tomato, adua, karɔto, nufusu, yogɔto."
id_9z0f2ayot0,Ɔmantam mpanyimfo no na wobedi aguanfo a wɔbɛkyerɛw wɔn din no ho dwuma.
id_7c11nwlgcn,Amansin a ɛwɔ ɔhye no so a wogye aguanfo no wɔ ɔhaw sɛ wonni amoa a wɔde gu tiafi mu.
id_0fdkx2u4ho,Homowo yɛ otwa afahyɛ a Ghanafoɔ a wɔwɔ Nkran Mantam mu no di no.
id_0b4nxl6wah,Wɔahyehyɛ coronavirus akwahosan ho adan pii wɔ ɔman no mu
id_h07bpjabi1,"Wohuu moto binom wɔ baabi a wɔpagya kar no, a ebetumi aba sɛ ɛfa korɔnobɔ a ɛbaa nnansa yi no ho."
id_3duhuqgpro,"Wɔkyerɛ sɛ, wei boa si dwonsɔ a wɔde dwonsɔ ba, a ɛtaa si nyinsɛnfoɔ so pa ara no ano."
id_ad5ecqsenq,Nhwehwɛmu ada no adi sɛ karɔto ka nnuane a ɛma akoma no nya apɔmuden pa ara no ho.
id_oocm93gv0y,Wɔakyekyɛ nkɔso atitiriw bi a Asoɛeɛ a ɛhwɛ nwomasua ne Agodie so no anya wɔ sohyia midia so.
id_95gllfm0vw,"Mansini a ɛtɔ so mmienu ne Ningo Prampram Mansini no, ɛhɔ nso wɔn mu dodoɔ yɛ 31.2%."
id_uszxutr656,Sukuupanin no hyɛɛ asuafoɔ no nkuran sɛ wɔnkwati mfomsoɔ ahodoɔ a wɔtaa yɛ wɔ sɔhwɛ ahodoɔ mu no
id_sdeq3rt2v4,Obi a ɔtɔn nneɛma wɔ dwa so nwiinwii wɔ ɔkwan a towgyeni no fa so haw no no ho.
id_n5dhfcq5j9,Team no benya ntetee afi ɔman foforo so.
id_2gjrqv86df,Aban no agyae nnuane a wɔkyekyɛ wɔ mmeae a wɔayi nnipa binom afi nnipa mu no so.
id_t44ci38gst,Nneɛma nnum a ɛdidi soɔ yi yɛ nneɛma a yɛyɛ no aduane akyi a ɛboa nipadua no no bi.
id_gogxws0pu5,"Yei nti, na ne ho adeɛ nyinaa yɛ fɛ na ɛhyerɛn."
id_ftb8210z53,Mpɔtam hɔfo tumi nya aduan no wɔ ɔkwan a ɛnyɛ den so efisɛ wodua wɔ mpɔtam hɔ.
id_lykyrdl8st,Nsu a ano yɛ den a efi asubɔnten no mu reba no sɛee masase.
id_8acfbcdnxd,"Nnipa a wɔtenaa ase saa berɛ yi, Dagombas aborigines no, na wɔnim wɔn wɔ mpɔtam hɔ sɛ Dagbon Sablisi. Saa berɛ yi, na Dagbon yɛ ɔman a wɔnni ahenkyɛm."
id_0sx7e5tu0q,Ɛyɛ asa baako a akyɛ paa wɔ ahemman no mu. Ɛfa kwan a wɔfa so kɔ ne wɔn a wɔfa so ba no ho na ɛno akyi no wɔbobɔ wɔn asen.
id_a9ztajni0h,Nnipadɔm bi a wɔn bo afuw sii no abo kum no.
id_lk5rcn6oqn,Ɔkɔɔ Lincoln suapɔn a ɛwɔ Pennsylvania wɔ afe 1935 mu.
id_j04cem7re2,Boayikuw no sii gyinae sɛ wɔbɛma wɔn a wɔpɛ sɛ wɔyɛ wɔn adwuma no anya bɔesrɛ.
id_ifj3uhso18,"Nkran -Kumasi GH100, Nkran -Sunyani GH130, Nkran -Takyiman GH 130, Nkran -Sampa GH 160, Nkran -Drobo GH 150, Nkran -Domaa GH150, Nkran -Kintampo GH 140, Nkran -Nkoranza GH 130, Nkran -Sefwi Juaboso GH 150, Nkran -Ahafo Mim GH 130, Nkran -Ahafo Goaso GH 130, Nkran -Dunkwa GH 125, Nkran -Asante Manpong GH 110, Nkran -Asantewai GH 110, Nkran -Obuase GH 120, Nkran -Tamale GH 240, Nkran -GH 250."
id_fxxrb7t5ia,Okuani biara benya asase bɛyɛ ekyir biako a ɔbɛdua asawa.
id_6wlvxldsm7,Aban mpanyimfo pii wɔ Ghanawia aban no sika.
id_155bq7g6a2,"Wei mu no, wɔde kokoram ma deɛ wɔreyɛ no no no ma no nya ahoɔfɛ sɛdeɛ ɛbɛyɛ a ɔbɛtumi ayi no aba."
id_wxjrufrvzy,1.Sɛ mogya bebree firi akwanhyia anaa berɛ a wo wɔ ɔkra mu no tumi ma wo mogya so te.
id_0729zdkrmy,Ɛsɛ sɛ yɛkwati nsawe ne tawa bebree.
id_7r0ktas4du,Berɛ korɔ no ara wɔsomaa no sɛ ɔnkɔtena ne papa Vernon Winfrey nkyɛn wɔ Nashville.
id_bckkpl4f90,"Dr. Yamson kaa sɛ, ɔhaw a mewɔ wɔ akannifoɔ no ho ne sɛ, ɛsɛ sɛ wɔhunu anisoadehunu, wɔka nokorɛ wɔ sɛdeɛ wɔdi ɔman no so, ɛsɛ sɛ wɔdi bɔhyɛ ahodoɔ a wɔhyɛɛ yɛn nyinaa so."
id_wn9z4vjpd3,"Sɛ wutie Chelsea mpanimfoɔ kuo no yie a, wɔkyerɛɛ mu sɛ wɔwɔ agodeɛ a wɔwɔ wɔn mu ahotosoɔ na wɔhwɛ kwan sɛ wɔde Tuchel besi ebinom ananmu."
id_5j6fneyiqt,Ebia ebegye bɛboro dapɛn biako ansa na woanya wo coronavirus ho nsɛnkyerɛnne no asan aba.
id_srt0deon6c,Ɛsɛ sɛ sikakorabea akuw kyerɛw wɔn din ma akuraa no guamtrani.
id_uwms2no420,Wɔtwee Ɔsoafoɔ no kar no mu maa taya hyee.
id_qzykir8452,Awofoɔ fafa yɛ ɔkwan baako a wɔfa so ma adesua mu tebea pa ma asuafoɔ.
id_59b0k8akd5,Adinkra Agyiraehyɛde no fi Bonos a ɛwɔ Gyaaman mantam mu
id_qj3xxfub7m,"Berɛ biara a wopɛ sɛ wokɔpɛ mframa gyigyebea biara no, ɛsɛ sɛ wɔhwɛ sɛ biribi asɛe wɔ no mu anaa."
id_ufywoodvq6,"Nana no rekyerɛ deɛ asi no mu no, ɔkaa sɛ, ""Mtɔɔ nnuru maa no na mesuroo no sɛ, sɛ ɔnka deɛ ato no no nkyerɛ me a mɛbɔ no."
id_cq4gpuq3n6,"Sԑ mmoawa yi nam aniwa no anaa adeԑ no so a, wᴐde bᴐ aniwa no ho sie na wᴐde aniwa no ho haw nketewa ba."
id_wh6qzbf62c,Na asono fitaa no yɛ ade a ɛma ɔmantam no hu wɔn.
id_fpvpa41r7o,"Adwuma ho nsɛnnennen, abusua mu nsɛnnennen ne asetram nsɛnnennen ahorow nyinaa betumi adan adwennwene a ɛhaw nkurɔfo yiye."
id_dey7csa5oz,Angulefo no nyaa asase no so agyapade wɔ ɔkwan a mmara mma ho kwan so na wɔnnye wɔn ntom.
id_w2qqtqjv04,Mmaranimfoɔ adwumakuo ahodoɔ di mmara ho nsɛm ne asɛnnibea nsɛm ho dwuma.
id_36h93p0fg3,Nneɛma a ɛwɔ ɔdan a wɔde nhoma di dwuma mu a wobetumi ahwɛ mu nyinaa wɔ kɔmputa so.
id_hcisxsoodt,Ɛsɛ sɛ ahobammɔ akuw a wofi aman abien a wɔbɛn no no bom yɛ adwuma.
id_mmxjj9ycwx,"Woahum, w'asaabo, w'apɔmuden, mogya, akoma, ne w'adwene nyinaa hia nsuo na atumi ayɛ adwuma sɛdeɛ ɛsɛ."
id_d0n1y52tox,Polisifo taa de mframa a ɛma nusu gu nkurɔfo ani de sɛe wɔn a wɔyɛ ɔyɛkyerɛ no.
id_cie5775vgi,Ayarefo ne wɔn a wɔn akwahosan nyɛ papa.
id_m460hfjbmw,Nnipa a wɔwɔ kuw no mu biako wui bere a basabasayɛ no rekɔ so no.
id_7b4aorc5c2,Aban no atirimpɔ ne sɛ obeyi ohia afi ɔman no mu.
id_2m1iboe8rp,Aban no de moto abrɛ adɔfo akannifo no
id_15kebpxccz,"Ɛkyerɛ sɛdeɛ Onyankopɔn ani gye wɔn ho yie, na ɛno akyi no, nneɛma bebree wɔ hɔ."
id_bmmkrey5zr,"Sɛ saa a, na onipa no nni nnuro bi anaa obi nso nni nanim a, ɔbɛhunu ne ho wɔ ɔhaw mu pa ara."
id_eqd49ncica,Seesei coronavirus aduru no wɔ hɔ a wɔde di dwuma wɔ ayaresa mu.
id_90g8aosidw,Ɛsɛ sɛ akannifo hwɛ hu sɛ obiara ani bɛda ne ho na wobisa nanim wɔ ɔmantam no mu.
id_8ff07dve38,"Ahennie no wɔ nnuane ahodoɔ a wɔpaw no. Nnuane a wɔtaa di ne Sa-am (Tuozaafi), Sakoro (yam a wɔato no pon), Tuya (ɛmo ne adua), Tubani, Gablee, wasawasa, yaankahanda, yaanmonda, yaankikalli, ne deɛ ɛkeka ho."
id_2cpf09a0ey,Wɔde nnuru ahorow a wɔde bɔ wɔn ho ban no bɛma mmofra a wɔadi fi asram biara kosi mfe dunum.
id_ijixi0s3di,"Yei nti, obi tumi nya bi mfeɛ pii a ɔnnim sɛ wanya bi saa."
id_t1l1x5gktv,Nkorɔfoɔ nni mfidie a wɔde yɛ ɛmo ho adwuma.
id_npdt5aw47f,Wɔn a wɔyɛ mfiri no pɛ sɛ wosi abɔntenban no a wɔrensɛe nneɛma a atwa yɛn ho ahyia no.
id_mtr8n3gq7r,Yenim sɛnea mpataayifo adwuma ho hia na ama nnipa anya nkwa.
id_l6yb6g01dx,"Ɛsɛ sɛ saa nnipa yinom nyinaa tie nsɛnkyerɛnneɛ yinom na wɔyɛ ho biribi, ɛnyɛ akyire biara."
id_2ckwsaf3he,Akwahosan ho adwumayɛfo kasa tia tebea bɔne a ɛwɔ ayaresabea ahorow no mu
id_u1m7gche92,"Esiane atemmu bɔne nti, wɔbɔɔ mmaranimfoɔ no tuo maa eyi maa ehu baa ɔman no mu."
id_1e1ob0vlaw,"Asantefo no yɛɛ basabasa, nanso Britain asraafo yi de ɔko dii Asantefo no so nkonim na wɔhyɛɛ Gold Coast ne emu nkurow nyinaa ase a wɔn mu biara nni hɔ a ɔyɛ soronko."
id_5m2eglba8v,Aban adwumayɛbea a ɛhwɛ ɔman no so no abɔ anyinam ahoɔden adwumakuo no sobo sɛ ɛsɛ sɛ wotua nnwumakuo a ɔhaw no aka wɔn no ka
id_ih38p6kxx9,Ɔkwan bɛn so na anyinam ahoɔden a wɔde ma no nya nkɔso so nkɛntɛnso?
id_3daxl9quwn,Samuel Antwi kaa ho asɛm wɔ dwumadie bi a na wɔato no din Your Health!Our Concern a na ɛkyerɛ sɛ wo apɔmuden yɛ wɔn akoma mu pɛ sɛ wɔhyɛ apɔmuden ne ɛho nkɔmmɔ ho nkuran mu.
id_h9aaczo6xv,"Yei maa Nana Ameyaw abↄfra a na akyire yi na ↄdii adeɛ no, Breyia Mprisi faa ne nsa faa ne nan so hyiaa Bafo Pem maa no too ne nsa."
id_u4or3jgq97,"Ɛho nhwɛsoɔ ne sɛ, obi anus no ano tumi yɛ no titire, na nsuo fitaa bi firi mu ba."
id_nj00drt750,Asoɛeɛ a ɛhwɛ nwomasua ne Agodie so ne nnwumakuo ahodoɔ di nsawɔsoɔ no nyinaa bɛkɔ so ara ahwehwɛ kwan a wɔbɛfa so adi nhomasua ho nhyehyɛeɛ ahodoɔ a ɛfa saa dwumadie yi ho dwuma.
id_95f9aisglm,"Wode nna pii a wunni aduan nni a, ebia wobɛwuwu.."
id_xfn4vokr8e,Me babarima no bɛyɛɛ nea ɔto so abien wɔ mita ɔha akansi no mu.
id_339h5hfu2o,Abɛɛfo mfiri ama ɔkwan a yɛfa so yɛ nneɛma no atu mpɔn.
id_qoamdmzrci,Ɛnyɛ nkɔmmɔ biara a nkurɔfo di no na etwa to asomdwoe mu.
id_4gllxqcd2b,Yei sii berɛ a Chelsea bɔɔ wɔn a ɛtɔ so mmiɛnsa wɔ Dinamo Zagreb kuw E premier league nhyehyɛeɛ no mu Wukuada anɔpa.
id_eab0zg52rg,Gafoɔ no di Homowo afahyɛ de kae ɛkɔm a ɛsii berɛ bi wɔ wɔn abakɔsɛm mu wɔ Ghana ansa na ɔman no redi wɔn so.
id_4nexct4ypv,Ɛsɛ sɛ aban akuw bɔ mmofra hokwan ahorow ho ban wɔ mpɔtam ahorow mu.
id_dm3lqg39aq,"Yei kyerɛ sɛ, ɛsɛ sɛ ɔpemfoɔ biara tumi di nkosua yie pa ara."
id_6xzzzb2c1j,Wɔbɛtumi atu wo afiri adwumam sɛ woankɔ adwuma a wonni biribi pa nti a.
id_8l1yty26uu,Sadilan bɛyɛɛ kuw no kannifo a wɔwoo no esiane ne anigye ne gyinae ahorow a osii no nti.
id_io9o2har1t,Nsu hohoro nipadua no ho.
id_unfqqah7sh,"Asikyire yadeɛ: Apɔmuden ho nhwehwɛmu bi kyerɛ sɛ, sɛ asikyire yadeɛ no mu yɛ den a, ɛbɛtumi ama woanyinsɛn."
id_lxto6xx87j,"Me se yɛ den pa ara, na ɛkyerɛ sɛnea obi se yɛ mmerɛw anaa ɛyɛ mmerɛw."
id_17ubypf1js,Yɛbɛyɛ dɛn atumi aboa nnipa a wɔn aso ntew?
id_7e087cvk2k,"Yԑhunu saa nneyԑeԑ yinom sԑ ԑnyԑ hwee bio, na ԑnyԑ deԑ ԑhaw adwene koraa, mmom ԑyԑ deԑ ԑtᴐ asomdwie, nanso saa nneyԑeԑ yinom tumi nya yԑn nnuane no adwuma wᴐ nipadua no mu so nkɛntɛnsoᴐ kԑseԑ."
id_365mhgpe36,Agumadi mu dwumadi ahorow ma wonya agodifo ma ɔman no kuw.
id_rgp3j36vw6,Kasa bɔne sane tumi de mpaapaemu ba.
id_6vqvh9i0qr,Akuafo hia afotu wɔ sɛnea wobedua aburow ahorow foforo ho.
id_jgbzvg8owq,"Ɛfirii aseɛ Otumfo Osei Tutu 1, ɛfiri sɛ na ne berɛ so na Okomfo Anokye na na ɔhyɛ Sika Asase no so."
id_qbt3rkn70f,"Sɛ yɛhwɛ mfuturo a ɛfiri aburo, afifideɛ, nnua ne nnuro ahodoɔ a wɔde sesa biribi kɔla no a, ɛno nso tumi tumi de dwonsɔ ba, na ano nso nam mogya, ne ayam yea."
id_qia56d11aa,Ɛnsɛ sɛ migyaa abofra a ɔwɔ sika no kwan ma ɔyera fi m'ani so.
id_679s8qbkuw,Nnwumadan ahorow a wɔagye atom nkutoo na wɔama kwan sɛ wɔntɔn aba.
id_v5edr3giao,Hu sɛ ɛnyɛ wɔn a wɔn adwene mu da hɔ nko ara na wɔredi agorɔ wɔ mmɔnten so.
